Columna 1;Columna 2;Columna1
Yachakuq wawakunapas ayllu ruraykunapiqa yanapakunkum. Qichwa runa kawsayqa may chaninmi. Llaqtakunaqa kawsayninchikmanhina ari t'aqanakunchikpas, sutiyanakunchikpas. Mirkapanchikta taqay wakcha runakunata yawachishun.;Los niños estudiantes también ayudan en las actividades comunales. La cultura del pueblo quechua es muy valiosa. Las sociedades, así como los hombres, nos dividimos y nos damos un nombre. Compartamos nuestro refrigerio con aquellas personas pobres.;
Kimsapita chiqa sunituputa iñishiy. Yupakunata ñiqichay, yupana ruraymi qichuyqa. Kay pakikunata chunkayashqa yupakunaman tikrachiy. Chiqanakuna tiqichaw pakayupata ashiy.;Usa la regla de tres directa. Ordena estos números, la resta es una operación matemática. Convierte estas fracciones a números decimales. Ubica la ecuación en el gráfico de rectas.;
Tiqsi muyup tukuy imanpas manam kakllachu qhipan, llapanmi ñawparin. Anti markanchikkunachawqa imayka laaya papakunatami unay patsakunapita muruyan. Pacha Mamataqa ninawan kachaykuspam waqllichinchik. Qayna p'unchawqa muhuta huqarirqanchik, kunantaq uqata tarpusunchik.;Los elementos del mundo no quedan estáticos, todo está en evolución. En los pueblos andinos siembran diferentes especies de papa desde hace mucho tiempo. Quemando el entorno estamos generando contaminación ambiental. Ayer recogimos las semillas, hoy sembraremos ocas.;
Rimaypa kaqninkunaqa ruraqwan rimasqawan. Harawitam kuyasqay mamaypaq qillqasaq. Hukllachasqa qillqayqa allinmi huk niraqllata qillqanapaq. Simi qullqapi musuq simikunata maskhaychik.;Los elementos de la oración son el sujeto y el predicado. Escribiré un poema para mi madre querida. La normalización de la escritura es buena para escribir de una sola manera. Busquen las palabras nuevas en el diccionario.;
Anti markanchikkunachawqa imayka laaya papakunatami unay patsakunapita muruyan. Pacha Mamataqa ninawan kachaykuspam waqllichinchik. Qayna p'unchawqa muhuta huqarirqanchik, kunantaq uqata tarpusunchik. Alli chakra-aruqqa shumaq killata rikarkur imatapis rurayta qallaykun.;En los pueblos andinos siembran diferentes especies de papa desde hace mucho tiempo. Quemando el entorno estamos generando contaminación ambiental. Ayer recogimos las semillas, hoy sembraremos ocas. Un buen agricultor observa bien la luna antes de empezar a hacer algo.;
Mirachiy aypushqa kapuypita huk shuqanta qillqay. Ishkay chimpashqa pakipa yapanqa chusaqmi. Kay pakikunata chunkayashqa yupakunaman tikrachiy. Chiqanakuna tiqichaw pakayupata ashiy.;Da un ejemplo de la propiedad distributiva de la multiplicación. La suma de dos fracciones opuestas es cero. Convierte estas fracciones a números decimales. Ubica la ecuación en el gráfico de rectas.;
Llaqtakunaqa kawsayninchikmanhina ari t'aqanakunchikpas, sutiyanakunchikpas. Llaqtanchikpa willakuykunata ch'iqirichisun. Llapankunami aktaman shutiqillqankunata churayashqa. Kaqninchikkuna yupaychasqa kananpaqqa ñuqanchikpas hukkunap kaqninta yupaychananchikmi.;Las sociedades, así como los hombres, nos dividimos y nos damos un nombre. Hay que difundir las narraciones de nuestro pueblo. Todos pusieron su firma en el acta. Para que nuestros derechos sean respetados, nosotros también debemos respetar los derechos de los demás.;
Yachakuqkunaqa runa simipi allintam ñawinchachkanku. Qillqasqa umanchayqa qillqanapaq yuyaykuna paqarichiymi. Yachakuqpa siminkuna riqsiyqa mayqan simikunapi llamk'ananchiktam yanapawanchik. Qillqasqa paqarichiyqa Llapan Willanakuypa huk kaq atiyninmi.;Los estudiantes están leyendo muy bien en quechua. La planificación del texto es generar ideas para la escritura. Realizar la caracterización psicolingüística nos ayuda a planificar en qué lengua trabajar. La producción de textos es una competencia del área de Comunicación.;
Yachakuqpa siminkuna riqsiyqa mayqan simikunapi llamk'ananchiktam yanapawanchik. Harawitam kuyasqay mamaypaq qillqasaq. Qillqana maytuqa maypi llamkayniykuna ruranaymi. Yachay wasipim warmakuna yachakuyta qispichinku.;Realizar la caracterización psicolingüística nos ayuda a planificar en qué lengua trabajar. Escribiré un poema para mi madre querida. El cuaderno es donde hago mis trabajos. En la escuela los niños logran aprender.;
Pacha Mamanchikqa tukuy imatam kawsananchikpaq uywapuwanchik. Pacha Mamataqa ninawan kachaykuspam waqllichinchik. Qayna p'unchawqa muhuta huqarirqanchik, kunantaq uqata tarpusunchik.;Nuestra Madre Tierra se encarga de la crianza de alimentos para nuestra existencia. Quemando el entorno estamos generando contaminación ambiental. Ayer recogimos las semillas, hoy sembraremos ocas.;
Kay pakikunata chunkayashqa yupakunaman tikrachiy. Kimsapita chiqa sunituputa iñishiy. Chuskukuchu qullqapa hananta tariy. Pichqakuchuqa huk laaya patsatupu siqimi.;Convierte estas fracciones a números decimales. Usa la regla de tres directa. Halla la altura de este prisma cuadrangular. El pentágono es un tipo de figura geométrica.;
Qillqasqa umanchayqa qillqanapaq yuyaykuna paqarichiymi. Qillqasqa paqarichiyqa Llapan Willanakuypa huk kaq atiyninmi. Hukllachasqa qillqayqa allinmi huk niraqllata qillqanapaq. Harawitam kuyasqay mamaypaq qillqasaq.;La planificación del texto es generar ideas para la escritura. La producción de textos es una competencia del área de Comunicación. La normalización de la escritura es buena para escribir de una sola manera. Escribiré un poema para mi madre querida.;
Hukllachasqa qillqayqa allinmi huk niraqllata qillqanapaq. Yachachiqqa ancha yachayninta yachakuqkunaman mirarichinanmi. Qillqasqa umanchayqa qillqanapaq yuyaykuna paqarichiymi. Yachakuqkunaqa runa simipi allintam ñawinchachkanku.;La normalización de la escritura es buena para escribir de una sola manera. El profesor debe transmitir sus saberes a los estudiantes. La planificación del texto es generar ideas para la escritura. Los estudiantes están leyendo muy bien en quechua.;
Qillqasqa paqarichiyqa Llapan Willanakuypa huk kaq atiyninmi. Yachakuqkunaqa runa simipi allintam ñawinchachkanku. Yachakuqpa siminkuna riqsiyqa mayqan simikunapi llamk'ananchiktam yanapawanchik. Qichwa simipi simikunaqa rimanakunapas sutikunapas pisi simikunapas kankumanmi.;La producción de textos es una competencia del área de Comunicación. Los estudiantes están leyendo muy bien en quechua. Realizar la caracterización psicolingüística nos ayuda a planificar en qué lengua trabajar. Las palabras en quechua pueden ser verbos, nombres o partículas.;
Qichwapi simi patmap kaqninqa manam huk rikch'aqllachu. Qillqasqa umanchayqa qillqanapaq yuyaykuna paqarichiymi. Yachakuqkunaqa runa simipi allintam ñawinchachkanku. Allin kawsaypaq kamachikuyninchikkunata hunt'ananchikmi.;En el quechua la estructura de la sílaba no es de una sola clase. La planificación del texto es generar ideas para la escritura. Los estudiantes están leyendo muy bien en quechua. Tenemos que cumplir con nuestras normas de convivencia.;
Pacha Mama waqaychaytaqa wawanchikkunamanpas yachachinanchikmi. Usya killakunachawqa chaqchuqllawanmi mallkikunata parqunchik. Anti markanchikkunachawqa imayka laaya papakunatami unay patsakunapita muruyan. Tiqsi muyup tukuy imanpas manam kakllachu qhipan, llapanmi ñawparin.;La conservación del ambiente es algo que debemos enseñar a nuestros hijos. En los meses secos regamos las plantas con el aspersor. En los pueblos andinos siembran diferentes especies de papa desde hace mucho tiempo. Los elementos del mundo no quedan estáticos, todo está en evolución.;
Qayna p'unchawqa muhuta huqarirqanchik, kunantaq uqata tarpusunchik. Pacha Mama waqaychaytaqa wawanchikkunamanpas yachachinanchikmi. Chakranchikkunapiqa ñawra kawsaykunatam uywananchik. Tiqsi muyup tukuy imanpas manam kakllachu qhipan, llapanmi ñawparin.;Ayer recogimos las semillas, hoy sembraremos ocas. La conservación del ambiente es algo que debemos enseñar a nuestros hijos. En nuestras chacras debemos criar diversidad de alimentos. Los elementos del mundo no quedan estáticos, todo está en evolución.;
Qichwa runa kawsayqa may chaninmi. Llaqtakunaqa kawsayninchikmanhina ari t'aqanakunchikpas, sutiyanakunchikpas. Mirkapanchikta taqay wakcha runakunata yawachishun. Yachakuq wawakunapas ayllu ruraykunapiqa yanapakunkum.;La cultura del pueblo quechua es muy valiosa. Las sociedades, así como los hombres, nos dividimos y nos damos un nombre. Compartamos nuestro refrigerio con aquellas personas pobres. Los niños estudiantes también ayudan en las actividades comunales.;
Hukllachasqa qillqayqa allinmi huk niraqllata qillqanapaq. Rimaypa kaqninkunaqa ruraqwan rimasqawan. Qillqasqa umanchayqa qillqanapaq yuyaykuna paqarichiymi. Sutikunaqa achahap qillqankunawanmi qillqakun.;La normalización de la escritura es buena para escribir de una sola manera. Los elementos de la oración son el sujeto y el predicado. La planificación del texto es generar ideas para la escritura. Los nombres se escriben con las letras del alfabeto.;
"doctor; humaymi nanashan";"Doctor; me duele la cabeza";
noqa kayna p'unchay manta cuerpoy q'oñirishan;Tengo fiebre desde ayer;
noqap wiksaymi nishutan nanan;Me duele mucho el estómago;
kunkay ruparishan;Me arde la garganta;
noka ch'akiy uhuan kashani kayna p'unchaumanta;Tengo tos seca hace días;
Ancha sayk'usqan kachkani.;Me siento muy cansado.;
Tulluykunan nanawan chiripipi.;Me duelen los huesos con el frío.;
Ashka kutitan umay muyun.;Tengo mareos frecuentes.;
Makiykunapi sillukuna lloqsimun.;Me salieron ronchas en los brazos.;
Samay pisiwanmi purishaspay.;Me falta el aire al caminar.;
Paña lado rinriy q'aparyshan;Me zumba el oído derecho;
Wasaypa uray nanashawan;Me duele la espalda baja;
Chakiymi punkishan;Se me hinchan los pies;
Noq'a miyakushanipis aqtoytapis munashani;Tengo náuseas y vómitos;
Ñawiymi q'arashan;Me arden los ojos;
Samayniypi qhasquypas nanawan.;Me duele el pecho al respirar.;
Qaynamantapacha q'icha onqoywan kashani.;Tengo diarrea desde ayer.;
Sapa kutillan senqaymanta yawar lloqsimun.;Me sangra la nariz seguido.;
Mana rikrayta allintachu kuyuchiyta atini.;No puedo mover bien el brazo.;
Mana tutapi puñuyta atiniñachu.;No puedo dormir en las noches.;
qan anemiawan kashanki;Usted tiene anemia severa;
kuman orqosayki radiografiata;Vamos a hacerle una radiografía;
qanpa presioniki nishuta wichashan;Su presión está muy alta;
qan kashanki infeccion urinariawan;Tiene una infección urinaria;
ruwasunchis aswan analisista kunata;Necesitamos hacerle más análisis;
Wawaykiqpa ninrinpin onqoy kashan.;Tú hijo tiene infección en el oído.;
Yawarniykipi misk'iqa ancha hawan kashan.;Su azúcar en sangre está elevada.;
Makiykipin tullu p'akisqa kashan.;Tiene una fractura en el brazo.;
Qanqa wiksa kuruyoqmi kanki.;Usted tiene parásitos intestinales.;
Yawarniykipi hemoglobinayqa ancha urayman kashan.;Su hemoglobina está muy baja.;
Gastritis cronicawanmi kashanqi;Tiene gastritis crónica;
Ecografiata urquchimusayki;Le haremos una ecografía;
Diabetesniyki controlanan kashan;Su diabetes necesita más control;
Análisismi parásitokunata rikuchin;El análisis muestra parásitos;
Yawarnikita qhawachimusun;Vamos a tomarle una muestra de sangre;
Chukchu onqoymanta tupuymi lloqsimun.;La prueba de malaria salió positiva.;
Wiraykiqa yawarniykipi sinchi wisñun kashan.;Su colesterol está elevado.;
Sonqoykiqa mana allintachu p'itashan.;Su corazón tiene un ritmo irregular.;
Pusaq semanayoqñan wiksayki kashan.;Su embarazo tiene ocho semanas.;
Samayniykimanmi onqoy haykusunki.;Tiene una infección respiratoria.;
chay hampita tumanqui kinsa kutita huk p'unchaypi;Tome este remedio tres veces al día;
kunan churasayki huk inyeccionta;Le voy a poner una inyección;
samanayqui pisqa p'unchauta;Necesita descansar cinco días;
tumanayqui hasqha unuta q'uñita;Tome mucha agua y líquidos calientes;
khunan pichasayqui heridayquita;Vamos a limpiarle la herida;
Tukuy antibioticota tukuchiy.;Termine todo el antibiótico.;
Kay hampit'a churakuy iskay kutita sapa p'unchay.;Póngase esta pomada dos veces al día.;
Mana allinyaptikiqa kinsa p'unchaypi kutimuy.;Si no mejora regrese en tres días.;
Huk wislla hunt'ata tomay sapa pusaq horasta.;Tome una cucharada cada ocho horas.;
Ama pastillata tomaychu mana mikhuspa.;No tome la pastilla en ayunas.;
Nishuta nanaqtinqa calmanteta tomay;Tome el calmante solo si duele mucho;
Kay hampiy puñuyta qhonka;Este remedio le dará sueño;
Hampikunataqa wawakunamanta karupi waqaychay;Guarde las medicinas lejos de los niños;
Kay hampiwanqa ama tragota ojaychu;No tome alcohol con este remedio;
Fierrutaqa naranja jugopi tomay;Tome el hierro con jugo de naranja;
Llapa familiaykichismi k'urukunamanta hampiwanan.;Toda la familia debe desparasitarse.;
Chiri-q'oñi unuwan k'iriykita q'oñichikuy.;Póngase compresas tibias en la herida.;
Sapa p'unchaymi presión nisqa hampiykita ukyanayki.;Tome su pastilla de presión cada día.;
Kay sut'uykunata ñawiykiman churakuy.;Échese estas gotas en los ojos.;
Kachiyoq unuwan kumu-kumuta ruway.;Haga gárgaras con agua y sal.;
wawaykima kunan p'unchay vacunata churasaq;Su bebé necesita la vacuna hoy;
vacuna churasqay q'uñirichinqa;La vacuna puede dar un poco de fiebre;
chay erq'ekuna vacunakunanqu p'unchauninpi;Los niños deben vacunarse a tiempo;
churanqui pañuta ch'aranchaspa maquinman;Póngale un paño húmedo en el brazo;
huk dosisniki tupasunki iskay killamanta;La siguiente dosis es en dos meses;
Vacuna tarjetaykita apamuy.;Traiga la tarjeta de vacunación.;
Influenza vacunaqa sapa watatan.;La vacuna de influenza es cada año.;
Machulakunapas vacunakunankutan tiyan.;Los abuelos también deben vacunarse.;
Kay vacunaqa pisqa onqoymanta amachan.;Esta vacuna protege contra cinco males.;
Vacunaq nanaynin usqhayllata pasapun.;El dolor de la vacuna pasa rápido.;
Tétanospa vacunanmi ancha allin;La vacuna del tétanos es importante;
Vacunarachicuspaka suyanayqui iskay chunka minututa;Espere veinte minutos después de vacunarse;
Wawaykiqa llapa vacunataña hap'in;Su hijo ya tiene todas sus vacunas;
Vacunación kampañaqa prontollaña qallarinqa;La campaña de vacunación empieza pronto;
Wiksayuq warmikunapas vacunachicunanku;Las embarazadas deben vacunarse también;
Vacuna nisqakunaqa wawakunapaq allinmi.;Las vacunas son seguras para los niños.;
Soqta killayoq wawata vacunaman apamuy.;Traiga al bebé para su vacuna de seis meses.;
Rupay onqoy kaqtinqa wawaman paracetamol nisqata qoy.;Si hay fiebre dele paracetamol al niño.;
Paqariqtinpachan hepatitis B nisqa contra vacunana.;La hepatitis B se vacuna al nacer.;
Llapa vacunacionqa mana qolqepaqmi.;Todas las vacunas son gratuitas.;
makitita maychikuy huayq'uy kayarinaquipay;Lávese las manos antes de cocinar;
unuta timpuchi tumanakipaq;Hierva el agua antes de tomarla;
mosquiterota usay puñunayquipaq;Use mosquitero para dormir;
erq'ekuna mikhunanku frutakunata y verdurakunata;Los niños deben comer frutas y verduras;
ama achuyaychu chuqlli runaqunama;Evite acercarse a personas con gripe;
Chukuta churakuy intimanta amachakunaykipaq.;Use sombrero para protegerse del sol.;
Kimsa chunka minutota puriy sapa p'unchay.;Camine treinta minutos cada día.;
Ama pitaychu sorq'onkunatan onqochin.;No fume daña los pulmones.;
Frutakunata mayllay manaraq mikhuspayki.;Lave las frutas antes de comerlas.;
Wasita ch'uya llimp'ita hap'iy wayrachisqata.;Mantenga la casa limpia y ventilada;
Kiruyniykita mayllikuy kinsa kutita punchawpi;Lávese los dientes tres veces al día;
Aychatawan runtutawan allinta wayk'uy;Cocine bien la carne y los huevos;
Ama baldepi unuta sayachiychu;No deje agua estancada en baldes;
Chakrapi purinaykipaq zapatuta churakuy;Use zapatos para caminar en el campo;
Sapa tutam pusaq horasta puñuy;Duerma ocho horas cada noche;
Pisi kachillata pisi misk'illatawan mijuy.;Coma menos sal y menos azúcar.;
Uywakunaqa ama wayk'una wasiman haykunqachu.;No deje animales entrar a la cocina.;
Sapa killan wawata qhawachinaykipaq apamuy.;Lleve al niño a su control cada mes.;
Mikhuykunata allinta p'ampay ama chuspikuna haykunanpaq.;Tape los alimentos para que no entren moscas.;
Soqta killamanta k'urukunapaq hampiwan ukyay.;Desparasítese cada seis meses.;
hamuy wawaki wiqsayki qhawanapaq sapakilla;Venga a su control prenatal cada mes;
tumanki acido folicuta y hierro tawa sapa p'unchay;Tome ácido fólico y hierro a diario;
umayki mishuta nanaqtinqa hamuy phawaylla;"Si le duele la cabeza fuerte; venga rápido";
wawaykika allintan wiñashan;Su bebé está creciendo bien;
mihusqayki qutichiskayqi normallan qallaripiqa;Las náuseas son normales al inicio;
Allinta mikhuy onqosqa kashaspayki.;Coma bien durante el embarazo.;
Mamaq ñukñunmi aswan allin mikhuna.;La leche materna es el mejor alimento.;
Wawata apamuy llasayninta qhawachinaykipaq.;Traiga al bebé para su control de peso.;
Wawa ruphayoq kaptinqa usqhayta apamuy.;Si el bebé tiene fiebre tráigalo de urgencia.;
Wachakusqayki qhepata samarikuy yakukunata tomay.;Después del parto descanse y tome líquidos.;
Wawapa puputanqa ch’uya ch’akiyuqta waqaychay;Mantenga el ombligo del bebé limpio y seco;
Soqta killa kamaqa mamapa ñuñullanta qhonan;Solo leche materna hasta los seis meses;
Soqta killapiñaqa lawata qallarinan;A los seis meses empiece con papillas;
Allin ñuñu kananpaq allinta mikuy;Aliméntese bien para tener buena leche;
Wachaymanta qhipa achka yawar lluqsiptinqa hamuy;Si sangra mucho después del parto venga;
Wiksayki kashaqtinqa ama llasaqkunata hoqariyachu.;No cargue cosas pesadas en el embarazo.;
Wawaykiqa wiñayninman jina allin llasayniyoqmi.;Su bebé tiene buen peso para su edad.;
Sapa kutin qhawachikuqtiyki anemia tupuyniykita ruwachikuy.;Hágase la prueba de anemia en cada control.;
Unu p'atikuqtinqa usqhaylla hospitalta riy.;Si rompe fuente vaya al hospital ya.;
Wawa miraymanta allin yuyaymanaymanta willasqaykiku.;Le explicaremos sobre planificación familiar..;
qutimuy huk semanamanta controlnikipaq;Regrese en una semana para su control;
q'oñirinkiy wahamanta hamunki chay ratuta;"Si la fiebre vuelve; venga de inmediato";
apamunki resutadokikunata hamuq citapi;Traiga sus resultados en la próxima cita;
allinchu kashanki chay hanpiwan?;¿Se siente mejor con el medicamento?;
khunan kawasunchis chay heridaquita;Vamos a revisar su herida hoy;
Sapa killata hamuy presionniykita qhawachikuq.;Venga cada mes a controlarse la presión.;
Kinsa killamanta yawar misk'i analisisniykita ruwachikuy.;Hágase análisis de azúcar cada tres meses.;
¿Ima hampichus mana allintan chayasunki?;¿Le cayó mal algún medicamento?;
Kunanqa presionniykiqa aswan allinñan kashan.;Su presión está mejor controlada ahora.;
Iskay killamanta hamuy diabetesniykimanta.;Venga cada dos meses por su diabetes.;
Nisqay dietataqa ruwarqunkichu;¿Ha seguido la dieta que le indiqué?;
Análisisniyki allinchasqanta rikuchin;Sus análisis muestran mejoría;
Llasaynikitawan presionniykitawan urqhusun;Vamos a pesarlo y tomarle la presión;
Mana allin kaspaqha apurallat hamunayki;Si siente algo raro venga pronto;
Aman tratamientoykita saqiychu allinkashaspapas;No deje el tratamiento aunque se sienta bien;
Yawarniykimanta wajmanta tupuyniykita mañakusayki.;Le voy a pedir nuevos análisis de sangre.;
K'iriykiqa allinmi qhaliyashan.;Su herida está sanando bien.;
Wasiykimanta presión tupuyniyki qelqasqaykita apamuy.;Traiga su registro de presión de casa.;
Chunka phisqayoq p'unchaymanta kutimunki.;Su siguiente cita es en quince días.;
Qayna kutimantapachaqa allinñan kashanki.;Ha mejorado bastante desde la última vez.;
apay hanpina wasima phawaylla;Llévelo al hospital de urgencia;
churay k'achananpanmanta kutichiktin;Póngalo de costado si vomita;
nit'iy heridanta mana yawar phawananpaq;Presione la herida para parar la sangre;
ama kuyurichiychu k'irisqa runata;No mueva al accidentado;
churay rupasqata unu ukhuman;Ponga la quemadura bajo agua fría;
Ama kuchuychu mach'aqway kanisqanta.;No corte la mordedura de serpiente.;
Wasanpi llamp'uta takay sipikunan kaptinqa.;Dele golpes suaves en la espalda si se atora.;
Rikch'asqata hap'iy yanapay chayamunankama.;Manténgalo despierto hasta que llegue ayuda.;
Manchay imakunata karunchay thaltikuptinqa.;Aparte objetos peligrosos si convulsiona.;
Wawata apamuy ruphay mana uraykuptinqa.;Traiga al niño si la fiebre no baja.;
Nishu punkiptinqa utqaylla hamuy;Si se hincha mucho la picadura venga rápido;
Ama hampita qoychu mana yuyaynimpi kaptin;No le dé remedios si está inconsciente;
Sonqhoyki nanaptinqa emergenciata wahakuy;Si le duele el pecho llame a emergencias;
Ch'ullunkua churay mana punkinanpaq;Ponga hielo en el golpe para la hinchazón;
Mana samay kaqtinka reanimashiohuan qallariy;Si no respirainicie reanimación;
Yawar mana sayaqtinqa hospitalta riy.;Si el sangrado no para vaya al hospital.;
Mikhuy onqochiqtinqa unuta qoy jaspalla hamuy.;Si se intoxicó dele agua y venga rápido.;
Sinchi k'iriykipiqa ama ima hampitapas churaychu.;No ponga remedios caseros en heridas graves.;
Yuyaynin chinkaqtinqa chakinkunata hoqariy.;Si se desmaya levántele las piernas;
Tullu p'akisqataqa ama kuyuchiychu allinta watay.;No mueva una fractura. Inmovilícela;
normalmi kuyay kayqa a wakinkunapiqa;Es normal sentirse triste a veces;
kanchu sasachakuy puñunaykipaq ultimamentipi;¿Tiene problemas para dormir últimamente?;
yuyay saykuy causame umananayta;El estrés puede causar dolor de cabeza;
rimay piwanpas llakiskaq kaspayqui;Hable con alguien cuando se sienta mal;
yuyaypa allin kawsayninqa ancha allinmi;La salud mental es muy importante;
Ukhumanta samay llakisqa kachkaspayki.;Respire profundo cuando se sienta ansioso.;
Sonqo llakiykunaqa qhawana kanan tiyan.;Los problemas emocionales necesitan atención.;
Hawa wayra ukhuta puriyqa sonqota allinchan.;Caminar al aire libre mejora el ánimo.;
Ama p'enqakuychu yanapata mañakuspa.;No tenga vergüenza de pedir ayuda.;
Tragoman sonqo llakiykunata aswan millayman tukuchin.;El alcohol empeora los problemas emocionales.;
Allin puñuyqa allin yuyayniuq qanaykipaq;Dormir bien ayuda a la salud mental;
Sentimientoykita mana controlayta atispaqa yanapaqta mashkay;Busque apoyo si no controla sus emociones;
Wawakunapis estreswan qhuyaykanku;Los niños también sufren estrés;
Aylluykiwan tiempota qoynakuy;Comparta tiempo con su familia;
Llakikuyqa onkuyta apamun;Las preocupaciones afectan la salud;
Llakichiqniyki llank'aykunamanta samariy.;Descanse de las actividades que le estresan;
Familiaykipi mana allin kaqtinqa jamuy.;Si nota cambios raros en su familiar venga;
Llakikuyta samaykachiyqa onqoykunamanta jark'asunki.;Manejar el estrés previene enfermedades;
Llakiypi kashaspaqa ama sapallaykiqa kaychu.;No se aísle cuando se sienta triste;
Kaypin hampi kamayuqkuna yanapanasuykipaq kashanku.;Aquí tenemos ayuda profesional disponible;
soroche apamun uma nanayta y kutichin;El soroche causa dolor de cabeza y mareos;
tomay coca matita y samay;Tome mate de coca y descanse;
pukyu onqoy wakinkunapaq kaypi;Las infecciones respiratorias son comunes aquí;
ayllinta tapakuy ñukñuykita chirimanta;Abríguese bien el pecho por el frío;
qara chaquin nishuta chirimuqtin;La piel se reseca mucho con el frío;
Simiykikunata wirawan qhaway.;Proteja sus labios con vaselina.;
Inti ruphaymanta amachakuy phuyu kaptinpas.;Use protector solar aunque esté nublado.;
Intiq ruphaynin aswan sinchi orqopiqa.;El sol quema más fuerte en la altura.;
Qhelle unumanta q'echaqa ashkatan kan.;La diarrea por agua sucia es frecuente.;
Kurukuna erqekunapiqa ashkatan kan.;Los parásitos son comunes en los niños.;
Chiriqa machulakunan pulmoninta onkuchin;El frío afecta los pulmones de los abuelos;
Wawakunapa desnutricionninqa ancha hatun sasachakuymi;La desnutrición infantil es un problema serio;
Sopakunata infusiónkunatawan q’uñita upyay;Tome sopas e infusiones calientes;
ch’akiriwanqa qara facilta infectakun;La piel se infecta fácil por la sequedad;
Asmaqa chiriywanpas alturawanpas aswanta hap'in;El asma empeora con el frío y la altura;
Paray pachaqa wiksapi onqoykuna miran.;En lluvias aumentan las enfermedades del estómago;
Sapa paqarin wawakunata allinta q'oñichiy.;Abrigue bien a los niños en las madrugadas.;
Wayra-hallp'awanqa ñawi onqoy sapa kutin qallarin.;La conjuntivitis es común por el polvo y viento;
Qasa pachaqa qaraykita k'irinman.;Las heladas dañan la piel desprotegida;
Ch'uya unuqa onqoykunamanta jark'awanchis.;El agua limpia previene muchas enfermedades;
Qampa onqosqa qinachu kachkanki?;¿Te sientes enfermo(a)?;
Qampachu qallakuykun kanan punchaw onqoynikipi?;¿Comenzaste a sentirte enfermo(a) hoy?;
Qayka punchawñam onqoynikpiqa?;¿Cuántos días te has sentido enfermo(a)?;
Onqoynikichu kaynikipi kachkan?;¿La enfermedad está aquí?;
Qamchu millakusqayuq kachkanki?;¿Sientes náuseas?;
Millakusqaykichu qallarin kanan punchaypi?;¿Las náuseas comenzaron hoy?;
Qayka punchawñam qampa millakusqawan kachkanki?;¿Cuántos días has tenido náuseas?;
Qamchu weqocharanki?;¿Has estado vomitando?;
Karqachu yawar weqochasaykipi?;¿Hay sangre en tu vómito?;
Karqachu yanaqsa weqochasaykipi?;Tu vómito tiene color negro?;
Qamchu qechachakuywan karanki?;¿Has tenido diarrea?;
Qayka kutitammich qechachakuywan kanan punchaw karqanki?;¿Cuántas veces has tenido diarrea hoy?;
Chay qechachakaykita kay punchawpi quntaykachayku kuman?;¿Tu diarrea de hoy llenaría esto?;
Ima llimpinmi qechakusqayki?;¿De qué color es la diarrea?;
Pukachu?;¿Es rojo?;
Qelluchu?;¿Es amarillo?;
Qomerchu?;¿Es verde?;
Yanachu?;¿Es negro?;
Qaynaqtachu qepanpi wik’saykita evakuaranki?;¿Cuándo fue la última vez que defecaste?;
Karqachu ima yawarpas chay evakuasqa cuerpopi?;Ha habido sangre en tus heces?;
Yawartawanchu lluqsichkanki rectuykimanta?;¿Estás sangrando por el recto?;
Yanayasqachu chay evakuasqayki cuerpon?;¿Tus heces han sido negras?;
Fiebrayuqchu kachkanki?;¿Tienes fiebre?;
Qayka punchawñam fiebrayuq kachkanki?;¿Cuántos días has tenido fiebre?;
Rupachkanchu ispakutiki?;¿Arde cuando orinas?;
Ispakuchkankichu achkanta wan qinallamanta?;¿Estás orinando más de lo habitual?;
Yawarchu kan urinaykipi?;¿Hay sangre en la orina?;
Qaynaqtachu qepanpi mikuykuranki?;¿Cuándo fue la última vez que comiste?;
Yarqaywanchu kachkanki?;¿Tienes hambre?;
Wiksaykipichu urukunakuna kachkan?;¿Tienes parásitos (lombrices)?;
Qamchu kachkanki malariyawan?;¿Tienes malaria?;
Qamchu kachkanki tuberculosiswan?;¿Tienes tuberculosis?;
Qamchu yachanki VIH iman nisqanta?;¿Sabes qué significa el término VIH?;
Qamchu yachanki SIDA iman nisqanta?;¿Sabes qué significa el término SIDA?;
Qamchu kachkanki VIH viruswan?;¿Estás infectado(a) con el virus VIH?;
Qamchu kachkanki SIDA nisqanwan?;¿Tienes SIDA?;
Qampaqa yawarnikita analizananpaqmi chay VIH virus qawanampaq.;Necesitas un análisis de sangre para el virus VIH.;
Qampachu nanachkan kay tulluyki tinkunampi qapiruykupi?;¿Te duele esta articulación que estoy tocando?;
Qampachu nanachkan huklla tulluyki tinkunampi?;¿Te duele alguna otra articulación?;
Mayqin tulluyki tinkunmi aswan nanachkan?;¿Qué articulación te duele más?;
Nanachkanchu kay kallpaykipa aychan qapiruykupi?;¿Te duele este músculo que estoy tocando?;
Qampachu nanachkan huklla kallpaykipa aychan?;¿Te duele algún otro músculo?;
Maypim kay kallpayki aychan nanachkan?;¿Dónde está el dolor muscular?;
Kay kallpayki aychanchu kalambriyuk kachkan?;¿Este músculo tiene calambre?;
Imata kutillapas qampa tulluykikuna pakikurqachu?;¿Alguna vez has tenido algún hueso roto?;
Ima tulluykikunata pakikurqanki?;¿Qué huesos te has roto?;
Nanachisunkichu kaynata ruwaptiy?;¿Duele cuando hago esto?;
Ruwaykuy kaynata.;Haz esto.;
Qampa tulluykita rayos X (equistam)wan qhawachiyta munanki.;Necesitas una radiografía de tu hueso.;
